timestamp_utc,combo_id,lane,priority,dataset,system_version,hydrological_model,product_type,probe_date,status,ok,error_class,error_message,bytes,source,output_path,request_json
2026-02-16T02:54:04Z,P1__forecast__version_3_1__htessel_lisflood__ensemble_perturbed_forecasts,forecast,P1,cems-glofas-forecast,version_3_1,htessel_lisflood,ensemble_perturbed_forecasts,2021-05-26,error,0,invalid_request,"400 Client Error: Bad Request for url: https://ewds.climate.copernicus.eu/api/retrieve/v1/processes/cems-glofas-forecast/execution
invalid request
Request has not produced a valid combination of values, please check your selection.
{'system_version': ['version_3_1'], 'hydrological_model': ['htessel_lisflood'], 'product_type': ['ensemble_perturbed_forecasts'], 'variable': ['river_discharge_in_the_last_24_hours'], 'data_format': ['grib'], 'area': ['37.2443931', '-122.272464', '36.8443931', '-121.872464'], 'year': ['2021'], 'month': ['05'], 'day': ['26'], 'leadtime_hour': ['24']}",,local,repro/glofas_coverage_scan_runs/refine_20260216T025403Z/downloads/forecast/P1__forecast__version_3_1__htessel_lisflood__ensemble_perturbed_forecasts/2021-05-26.zip,"{""area"": [37.2443931, -122.272464, 36.8443931, -121.872464], ""data_format"": ""grib2"", ""day"": [""26""], ""download_format"": ""zip"", ""hydrological_model"": [""htessel_lisflood""], ""leadtime_hour"": [""24""], ""month"": [""05""], ""product_type"": [""ensemble_perturbed_forecasts""], ""system_version"": [""version_3_1""], ""variable"": [""river_discharge_in_the_last_24_hours""], ""year"": [""2021""]}"
2026-02-16T02:54:05Z,P1__forecast__version_3_1__htessel_lisflood__ensemble_perturbed_forecasts,forecast,P1,cems-glofas-forecast,version_3_1,htessel_lisflood,ensemble_perturbed_forecasts,2021-06-15,error,0,invalid_request,"400 Client Error: Bad Request for url: https://ewds.climate.copernicus.eu/api/retrieve/v1/processes/cems-glofas-forecast/execution
invalid request
Request has not produced a valid combination of values, please check your selection.
{'system_version': ['version_3_1'], 'hydrological_model': ['htessel_lisflood'], 'product_type': ['ensemble_perturbed_forecasts'], 'variable': ['river_discharge_in_the_last_24_hours'], 'data_format': ['grib'], 'area': ['37.2443931', '-122.272464', '36.8443931', '-121.872464'], 'year': ['2021'], 'month': ['06'], 'day': ['15'], 'leadtime_hour': ['24']}",,local,repro/glofas_coverage_scan_runs/refine_20260216T025403Z/downloads/forecast/P1__forecast__version_3_1__htessel_lisflood__ensemble_perturbed_forecasts/2021-06-15.zip,"{""area"": [37.2443931, -122.272464, 36.8443931, -121.872464], ""data_format"": ""grib2"", ""day"": [""15""], ""download_format"": ""zip"", ""hydrological_model"": [""htessel_lisflood""], ""leadtime_hour"": [""24""], ""month"": [""06""], ""product_type"": [""ensemble_perturbed_forecasts""], ""system_version"": [""version_3_1""], ""variable"": [""river_discharge_in_the_last_24_hours""], ""year"": [""2021""]}"
2026-02-16T02:54:07Z,P1__forecast__version_3_1__htessel_lisflood__ensemble_perturbed_forecasts,forecast,P1,cems-glofas-forecast,version_3_1,htessel_lisflood,ensemble_perturbed_forecasts,2021-10-26,error,0,invalid_request,"400 Client Error: Bad Request for url: https://ewds.climate.copernicus.eu/api/retrieve/v1/processes/cems-glofas-forecast/execution
invalid request
Request has not produced a valid combination of values, please check your selection.
{'system_version': ['version_3_1'], 'hydrological_model': ['htessel_lisflood'], 'product_type': ['ensemble_perturbed_forecasts'], 'variable': ['river_discharge_in_the_last_24_hours'], 'data_format': ['grib'], 'area': ['37.2443931', '-122.272464', '36.8443931', '-121.872464'], 'year': ['2021'], 'month': ['10'], 'day': ['26'], 'leadtime_hour': ['24']}",,local,repro/glofas_coverage_scan_runs/refine_20260216T025403Z/downloads/forecast/P1__forecast__version_3_1__htessel_lisflood__ensemble_perturbed_forecasts/2021-10-26.zip,"{""area"": [37.2443931, -122.272464, 36.8443931, -121.872464], ""data_format"": ""grib2"", ""day"": [""26""], ""download_format"": ""zip"", ""hydrological_model"": [""htessel_lisflood""], ""leadtime_hour"": [""24""], ""month"": [""10""], ""product_type"": [""ensemble_perturbed_forecasts""], ""system_version"": [""version_3_1""], ""variable"": [""river_discharge_in_the_last_24_hours""], ""year"": [""2021""]}"
2026-02-16T02:54:04Z,P1__forecast__version_3_1__htessel_lisflood__control_forecast,forecast,P1,cems-glofas-forecast,version_3_1,htessel_lisflood,control_forecast,2021-05-26,error,0,invalid_request,"400 Client Error: Bad Request for url: https://ewds.climate.copernicus.eu/api/retrieve/v1/processes/cems-glofas-forecast/execution
invalid request
Request has not produced a valid combination of values, please check your selection.
{'system_version': ['version_3_1'], 'hydrological_model': ['htessel_lisflood'], 'product_type': ['control_forecast'], 'variable': ['river_discharge_in_the_last_24_hours'], 'data_format': ['grib'], 'area': ['37.2443931', '-122.272464', '36.8443931', '-121.872464'], 'year': ['2021'], 'month': ['05'], 'day': ['26'], 'leadtime_hour': ['24']}",,local,repro/glofas_coverage_scan_runs/refine_20260216T025403Z/downloads/forecast/P1__forecast__version_3_1__htessel_lisflood__control_forecast/2021-05-26.zip,"{""area"": [37.2443931, -122.272464, 36.8443931, -121.872464], ""data_format"": ""grib2"", ""day"": [""26""], ""download_format"": ""zip"", ""hydrological_model"": [""htessel_lisflood""], ""leadtime_hour"": [""24""], ""month"": [""05""], ""product_type"": [""control_forecast""], ""system_version"": [""version_3_1""], ""variable"": [""river_discharge_in_the_last_24_hours""], ""year"": [""2021""]}"
2026-02-16T02:54:05Z,P1__forecast__version_3_1__htessel_lisflood__control_forecast,forecast,P1,cems-glofas-forecast,version_3_1,htessel_lisflood,control_forecast,2021-06-15,error,0,invalid_request,"400 Client Error: Bad Request for url: https://ewds.climate.copernicus.eu/api/retrieve/v1/processes/cems-glofas-forecast/execution
invalid request
Request has not produced a valid combination of values, please check your selection.
{'system_version': ['version_3_1'], 'hydrological_model': ['htessel_lisflood'], 'product_type': ['control_forecast'], 'variable': ['river_discharge_in_the_last_24_hours'], 'data_format': ['grib'], 'area': ['37.2443931', '-122.272464', '36.8443931', '-121.872464'], 'year': ['2021'], 'month': ['06'], 'day': ['15'], 'leadtime_hour': ['24']}",,local,repro/glofas_coverage_scan_runs/refine_20260216T025403Z/downloads/forecast/P1__forecast__version_3_1__htessel_lisflood__control_forecast/2021-06-15.zip,"{""area"": [37.2443931, -122.272464, 36.8443931, -121.872464], ""data_format"": ""grib2"", ""day"": [""15""], ""download_format"": ""zip"", ""hydrological_model"": [""htessel_lisflood""], ""leadtime_hour"": [""24""], ""month"": [""06""], ""product_type"": [""control_forecast""], ""system_version"": [""version_3_1""], ""variable"": [""river_discharge_in_the_last_24_hours""], ""year"": [""2021""]}"
2026-02-16T02:54:07Z,P1__forecast__version_3_1__htessel_lisflood__control_forecast,forecast,P1,cems-glofas-forecast,version_3_1,htessel_lisflood,control_forecast,2021-10-26,error,0,invalid_request,"400 Client Error: Bad Request for url: https://ewds.climate.copernicus.eu/api/retrieve/v1/processes/cems-glofas-forecast/execution
invalid request
Request has not produced a valid combination of values, please check your selection.
{'system_version': ['version_3_1'], 'hydrological_model': ['htessel_lisflood'], 'product_type': ['control_forecast'], 'variable': ['river_discharge_in_the_last_24_hours'], 'data_format': ['grib'], 'area': ['37.2443931', '-122.272464', '36.8443931', '-121.872464'], 'year': ['2021'], 'month': ['10'], 'day': ['26'], 'leadtime_hour': ['24']}",,local,repro/glofas_coverage_scan_runs/refine_20260216T025403Z/downloads/forecast/P1__forecast__version_3_1__htessel_lisflood__control_forecast/2021-10-26.zip,"{""area"": [37.2443931, -122.272464, 36.8443931, -121.872464], ""data_format"": ""grib2"", ""day"": [""26""], ""download_format"": ""zip"", ""hydrological_model"": [""htessel_lisflood""], ""leadtime_hour"": [""24""], ""month"": [""10""], ""product_type"": [""control_forecast""], ""system_version"": [""version_3_1""], ""variable"": [""river_discharge_in_the_last_24_hours""], ""year"": [""2021""]}"
2026-02-16T02:54:08Z,P1__forecast__version_3_1__lisflood__control_forecast,forecast,P1,cems-glofas-forecast,version_3_1,lisflood,control_forecast,2021-05-26,error,0,invalid_request,"400 Client Error: Bad Request for url: https://ewds.climate.copernicus.eu/api/retrieve/v1/processes/cems-glofas-forecast/execution
invalid request
Request has not produced a valid combination of values, please check your selection.
{'system_version': ['version_3_1'], 'hydrological_model': ['lisflood'], 'product_type': ['control_forecast'], 'variable': ['river_discharge_in_the_last_24_hours'], 'data_format': ['grib'], 'area': ['37.2443931', '-122.272464', '36.8443931', '-121.872464'], 'year': ['2021'], 'month': ['05'], 'day': ['26'], 'leadtime_hour': ['24']}",,local,repro/glofas_coverage_scan_runs/refine_20260216T025403Z/downloads/forecast/P1__forecast__version_3_1__lisflood__control_forecast/2021-05-26.zip,"{""area"": [37.2443931, -122.272464, 36.8443931, -121.872464], ""data_format"": ""grib2"", ""day"": [""26""], ""download_format"": ""zip"", ""hydrological_model"": [""lisflood""], ""leadtime_hour"": [""24""], ""month"": [""05""], ""product_type"": [""control_forecast""], ""system_version"": [""version_3_1""], ""variable"": [""river_discharge_in_the_last_24_hours""], ""year"": [""2021""]}"
2026-02-16T02:54:09Z,P1__forecast__version_3_1__lisflood__control_forecast,forecast,P1,cems-glofas-forecast,version_3_1,lisflood,control_forecast,2021-06-15,error,0,invalid_request,"400 Client Error: Bad Request for url: https://ewds.climate.copernicus.eu/api/retrieve/v1/processes/cems-glofas-forecast/execution
invalid request
Request has not produced a valid combination of values, please check your selection.
{'system_version': ['version_3_1'], 'hydrological_model': ['lisflood'], 'product_type': ['control_forecast'], 'variable': ['river_discharge_in_the_last_24_hours'], 'data_format': ['grib'], 'area': ['37.2443931', '-122.272464', '36.8443931', '-121.872464'], 'year': ['2021'], 'month': ['06'], 'day': ['15'], 'leadtime_hour': ['24']}",,local,repro/glofas_coverage_scan_runs/refine_20260216T025403Z/downloads/forecast/P1__forecast__version_3_1__lisflood__control_forecast/2021-06-15.zip,"{""area"": [37.2443931, -122.272464, 36.8443931, -121.872464], ""data_format"": ""grib2"", ""day"": [""15""], ""download_format"": ""zip"", ""hydrological_model"": [""lisflood""], ""leadtime_hour"": [""24""], ""month"": [""06""], ""product_type"": [""control_forecast""], ""system_version"": [""version_3_1""], ""variable"": [""river_discharge_in_the_last_24_hours""], ""year"": [""2021""]}"
2026-02-16T02:54:10Z,P1__forecast__version_3_1__lisflood__control_forecast,forecast,P1,cems-glofas-forecast,version_3_1,lisflood,control_forecast,2021-10-26,error,0,invalid_request,"400 Client Error: Bad Request for url: https://ewds.climate.copernicus.eu/api/retrieve/v1/processes/cems-glofas-forecast/execution
invalid request
Request has not produced a valid combination of values, please check your selection.
{'system_version': ['version_3_1'], 'hydrological_model': ['lisflood'], 'product_type': ['control_forecast'], 'variable': ['river_discharge_in_the_last_24_hours'], 'data_format': ['grib'], 'area': ['37.2443931', '-122.272464', '36.8443931', '-121.872464'], 'year': ['2021'], 'month': ['10'], 'day': ['26'], 'leadtime_hour': ['24']}",,local,repro/glofas_coverage_scan_runs/refine_20260216T025403Z/downloads/forecast/P1__forecast__version_3_1__lisflood__control_forecast/2021-10-26.zip,"{""area"": [37.2443931, -122.272464, 36.8443931, -121.872464], ""data_format"": ""grib2"", ""day"": [""26""], ""download_format"": ""zip"", ""hydrological_model"": [""lisflood""], ""leadtime_hour"": [""24""], ""month"": [""10""], ""product_type"": [""control_forecast""], ""system_version"": [""version_3_1""], ""variable"": [""river_discharge_in_the_last_24_hours""], ""year"": [""2021""]}"
2026-02-16T02:54:08Z,P1__forecast__version_3_1__lisflood__ensemble_perturbed_forecasts,forecast,P1,cems-glofas-forecast,version_3_1,lisflood,ensemble_perturbed_forecasts,2021-05-26,error,0,invalid_request,"400 Client Error: Bad Request for url: https://ewds.climate.copernicus.eu/api/retrieve/v1/processes/cems-glofas-forecast/execution
invalid request
Request has not produced a valid combination of values, please check your selection.
{'system_version': ['version_3_1'], 'hydrological_model': ['lisflood'], 'product_type': ['ensemble_perturbed_forecasts'], 'variable': ['river_discharge_in_the_last_24_hours'], 'data_format': ['grib'], 'area': ['37.2443931', '-122.272464', '36.8443931', '-121.872464'], 'year': ['2021'], 'month': ['05'], 'day': ['26'], 'leadtime_hour': ['24']}",,local,repro/glofas_coverage_scan_runs/refine_20260216T025403Z/downloads/forecast/P1__forecast__version_3_1__lisflood__ensemble_perturbed_forecasts/2021-05-26.zip,"{""area"": [37.2443931, -122.272464, 36.8443931, -121.872464], ""data_format"": ""grib2"", ""day"": [""26""], ""download_format"": ""zip"", ""hydrological_model"": [""lisflood""], ""leadtime_hour"": [""24""], ""month"": [""05""], ""product_type"": [""ensemble_perturbed_forecasts""], ""system_version"": [""version_3_1""], ""variable"": [""river_discharge_in_the_last_24_hours""], ""year"": [""2021""]}"
